time,open,high,low,close,Volume
2022-03-01T11:30:00-03:00,338.34772984,340.16790852,337.8584345,338.69023658,370570
2022-03-01T11:45:00-03:00,338.78809565,339.74711452,338.01500901,338.92509835,294143
2022-03-01T12:00:00-03:00,339.03274332,340.32448303,337.66271636,338.30858621,286409
2022-03-01T12:15:00-03:00,338.36730165,340.59848842,338.24987077,339.94283266,260564
2022-03-01T12:30:00-03:00,339.98197629,340.55934479,337.78014724,337.84864859,193905
2022-03-01T12:45:00-03:00,337.83886268,338.44558891,337.30063781,337.73121771,178473
2022-03-01T13:00:00-03:00,337.75078952,339.04252923,337.53549957,338.91531244,180152
2022-03-01T13:15:00-03:00,338.89574062,339.1403883,337.31042371,337.5746432,126705
2022-03-01T13:30:00-03:00,337.5844291,337.64314455,335.52938866,336.04804173,146179
2022-03-01T13:45:00-03:00,336.09697126,336.09697126,334.56058388,335.02052151,151164
2022-03-01T14:00:00-03:00,334.93244834,335.27495508,334.10064626,335.07923695,141936
2022-03-01T14:15:00-03:00,335.02052151,335.82296587,334.73673021,335.50003094,122627
2022-03-01T14:30:00-03:00,335.42174369,335.93061084,334.99116379,335.84253768,59304
2022-03-01T14:45:00-03:00,335.83275178,336.59605251,335.54896048,336.44926391,87766
2022-03-01T15:00:00-03:00,336.27311758,336.95813107,334.863947,334.96180607,65160
2022-03-01T15:15:00-03:00,334.94223425,335.1575242,333.47434822,333.51349185,122775
2022-03-01T15:30:00-03:00,333.48413413,334.62908523,333.47434822,334.2963644,91374
2022-03-01T15:45:00-03:00,334.13000398,334.74651611,333.66028045,334.38443756,82037
2022-03-01T16:00:00-03:00,334.40400937,334.52144026,333.48413413,333.73856771,97623
2022-03-01T16:15:00-03:00,333.74835361,335.28474099,333.27863008,335.02052151,218102
2022-03-01T16:30:00-03:00,335.0107356,335.71532089,334.47251072,335.49024504,118480
2022-03-01T16:45:00-03:00,335.41195778,335.47067322,333.8657845,334.12021807,162166
2022-03-01T17:00:00-03:00,334.18871942,336.47862163,333.92449994,335.46088732,269900
2022-03-01T17:15:00-03:00,335.47067322,335.60767592,333.64070864,333.68963817,97601
2022-03-01T17:30:00-03:00,333.61135092,334.03214491,332.82847837,332.8774079,145473
2022-03-01T17:45:00-03:00,332.85783609,334.47251072,331.64438364,334.16914761,532994
2022-03-02T11:30:00-03:00,335.73489271,336.80155656,334.41379528,336.45904982,433769
2022-03-02T11:45:00-03:00,336.54712298,337.23213646,335.63703364,335.91103903,199953
2022-03-02T12:00:00-03:00,335.90125312,336.5862666,333.2982019,333.42541869,192923
2022-03-02T12:15:00-03:00,333.45477641,336.70369749,332.97526697,336.22418805,227729
2022-03-02T12:30:00-03:00,336.21440214,337.08534785,334.95202016,335.90125312,264336
2022-03-02T12:45:00-03:00,336.07739945,336.37097665,334.443153,335.28474099,159875
