time,open,high,low,close,Volume
2022-03-01T11:30:00-03:00,318.23470089,319.81040046,318.23470089,318.82912648,60728
2022-03-01T11:45:00-03:00,318.98009171,319.19710422,317.602534,317.79124054,40000
2022-03-01T12:00:00-03:00,317.9893824,318.75364387,316.68730731,316.88544917,31675
2022-03-01T12:15:00-03:00,316.80996655,317.7440639,316.59295404,316.91375515,26121
2022-03-01T12:30:00-03:00,317.01754374,317.16850897,315.60224473,315.63998604,26614
2022-03-01T12:45:00-03:00,315.63998604,316.41368283,315.33805558,315.85699855,28702
2022-03-01T13:00:00-03:00,315.71546865,316.73448394,315.61168005,316.67787198,31229
2022-03-01T13:15:00-03:00,316.71561329,316.74391927,315.64942136,315.8381279,23244
2022-03-01T13:30:00-03:00,315.82869257,315.82869257,314.37565225,314.48887617,31039
2022-03-01T13:45:00-03:00,314.40395823,314.41339356,313.25284837,313.74348536,33835
2022-03-01T14:00:00-03:00,313.71517938,313.89445058,312.89430595,313.88501526,22813
2022-03-01T14:15:00-03:00,313.8284033,314.37565225,313.60195546,314.01710983,12000
2022-03-01T14:30:00-03:00,314.06428647,314.62097075,313.91332124,314.61153542,10100
2022-03-01T14:45:00-03:00,314.61153542,314.89459522,314.30960496,314.80024195,9315
2022-03-01T15:00:00-03:00,314.63040607,315.13047839,313.65856742,313.84727395,11900
2022-03-01T15:15:00-03:00,313.89445058,313.89445058,312.75277605,312.7716467,15000
2022-03-01T15:30:00-03:00,312.74334072,313.61139078,312.63955213,313.35663696,15067
2022-03-01T15:45:00-03:00,313.30946033,313.74348536,313.00752987,313.45099023,12600
2022-03-01T16:00:00-03:00,313.41324892,313.66800274,312.9131766,313.14905977,18599
2022-03-01T16:15:00-03:00,313.31889565,314.52661748,312.81882333,314.43226421,16300
2022-03-01T16:30:00-03:00,314.41339356,315.08330176,314.07372179,315.0644311,18187
2022-03-01T16:45:00-03:00,315.03612512,315.10217241,313.79066199,313.97936853,19339
2022-03-01T17:00:00-03:00,313.85670928,315.72490398,313.85670928,315.10217241,33700
2022-03-01T17:15:00-03:00,314.98894849,314.98894849,314.03598049,314.06428647,18797
2022-03-01T17:30:00-03:00,313.9699332,314.59266477,313.55477882,313.65856742,26397
2022-03-01T17:45:00-03:00,313.52647284,314.64927673,312.71503474,314.47000552,57288
2022-03-02T11:30:00-03:00,316.33820022,317.2156856,315.8758692,317.04584972,49811
2022-03-02T11:45:00-03:00,317.12133234,317.66858129,316.66843665,317.2156856,27262
2022-03-02T12:00:00-03:00,317.37608616,318.15921828,316.21554097,316.4042475,26903
2022-03-02T12:15:00-03:00,316.28158825,318.17808893,316.11175237,317.67801661,26100
2022-03-02T12:30:00-03:00,317.79124054,318.6970319,316.94206113,318.39510145,40792
2022-03-02T12:45:00-03:00,318.08373567,318.64985527,317.50818073,318.38566612,18700
2022-03-02T13:00:00-03:00,318.23470089,319.86701242,317.7440639,319.86701242,32061
2022-03-02T13:15:00-03:00,319.8953184,320.15950755,319.15936292,319.92362438,16039
2022-03-02T13:30:00-03:00,319.70661187,320.57466193,319.17823357,319.31032814,32935
2022-03-02T13:45:00-03:00,319.14992759,319.79152981,319.14992759,319.72548252,6500
2022-03-02T14:00:00-03:00,319.79152981,320.2821668,319.39524608,320.02741298,20341
2022-03-02T14:15:00-03:00,319.81040046,320.20668419,319.40468141,319.98023634,5000
2022-03-02T14:30:00-03:00,320.06515428,320.48974399,320.06515428,320.35764941,6587
2022-03-02T14:45:00-03:00,320.24442549,320.35764941,319.8953184,320.23499017,8334
2022-03-02T15:00:00-03:00,320.36708474,320.88602771,320.31990811,320.61240324,9042
2022-03-02T15:15:00-03:00,320.65957987,320.74449781,320.32934343,320.5652266,6805
2022-03-02T15:30:00-03:00,320.69732118,321.02755761,320.62183856,320.72562716,6495
2022-03-02T15:45:00-03:00,320.84828641,321.04642827,320.4236967,320.84828641,39767
2022-03-02T16:00:00-03:00,320.86715706,321.22569948,320.64070922,321.07473425,7417
2022-03-02T16:15:00-03:00,320.90489837,321.12191088,320.1406369,320.33877876,11127
2022-03-02T16:30:00-03:00,320.37652007,320.86715706,320.16894288,320.85772173,4000
2022-03-02T16:45:00-03:00,320.93320435,320.93320435,319.7537885,319.8575771,14129
2022-03-02T17:00:00-03:00,319.98023634,320.58409726,319.84814177,319.84814177,15017
2022-03-02T17:15:00-03:00,319.93305971,320.47087334,319.65943523,320.4236967,12760
2022-03-02T17:30:00-03:00,320.39539072,320.77280379,320.27273147,320.45672035,16618
2022-03-02T17:45:00-03:00,320.47087334,320.952075,319.73491785,319.93305971,46946
2022-03-03T11:30:00-03:00,321.47101797,322.37680934,321.3766647,322.24471477,88361
2022-03-03T11:45:00-03:00,322.1503615,322.77309306,321.34835872,321.75407777,42039
2022-03-03T12:00:00-03:00,321.82956039,322.01826692,320.81998043,321.17852284,37788
2022-03-03T12:15:00-03:00,321.12191088,321.15021686,320.18781353,320.59353258,10300
2022-03-03T12:30:00-03:00,320.51804997,320.82941575,319.17823357,319.20653955,19900
2022-03-03T12:45:00-03:00,319.21597488,319.33863412,318.56493733,318.56493733,11050
2022-03-03T13:00:00-03:00,318.64041994,318.93291507,317.97051174,317.97051174,15819
2022-03-03T13:15:00-03:00,317.95164109,319.0838803,317.68745194,318.83856181,11994
2022-03-03T13:30:00-03:00,318.87630311,319.16879824,318.34792481,319.02726834,7041
2022-03-03T13:45:00-03:00,318.99896236,319.41411674,318.39510145,319.09331563,21211
