time,open,high,low,close,Volume
2022-03-01T11:30:00-03:00,13.79216189,13.87587154,13.6685905,13.71243841,315407
2022-03-01T11:45:00-03:00,13.72041076,13.73635546,13.62474259,13.67257667,148107
2022-03-01T12:00:00-03:00,13.67257667,13.73236928,13.55299145,13.5609638,234605
2022-03-01T12:15:00-03:00,13.55299145,13.60879789,13.52508824,13.56893615,189427
2022-03-01T12:30:00-03:00,13.58089467,13.58886702,13.42543389,13.44536476,187263
2022-03-01T12:45:00-03:00,13.44536476,13.48921267,13.42942006,13.42942006,149961
2022-03-01T13:00:00-03:00,13.42543389,13.46130945,13.36564128,13.38158597,109693
2022-03-01T13:15:00-03:00,13.38557215,13.38557215,13.32577954,13.33773806,101998
2022-03-01T13:30:00-03:00,13.33773806,13.34172423,13.26598693,13.31382102,137182
2022-03-01T13:45:00-03:00,13.30584867,13.30584867,13.21815284,13.21815284,192060
2022-03-01T14:00:00-03:00,13.21815284,13.22612519,13.14241554,13.16234641,218081
2022-03-01T14:15:00-03:00,13.16234641,13.22612519,13.11849849,13.1942358,213190
2022-03-01T14:30:00-03:00,13.1942358,13.23011136,13.14241554,13.23011136,119913
2022-03-01T14:45:00-03:00,13.23409754,13.31780719,13.21416667,13.31382102,107381
2022-03-01T15:00:00-03:00,13.30584867,13.34172423,13.25004223,13.25801458,79994
2022-03-01T15:15:00-03:00,13.25801458,13.28193163,13.1942358,13.1942358,46905
2022-03-01T15:30:00-03:00,13.20220815,13.25004223,13.19822197,13.20220815,46676
2022-03-01T15:45:00-03:00,13.20220815,13.25801458,13.19822197,13.24206989,70819
2022-03-01T16:00:00-03:00,13.24605606,13.2699731,13.22213902,13.23011136,55363
2022-03-01T16:15:00-03:00,13.23409754,13.33773806,13.20619432,13.33773806,84545
2022-03-01T16:30:00-03:00,13.33773806,13.38955832,13.32179336,13.38557215,63647
2022-03-01T16:45:00-03:00,13.38158597,13.38557215,13.32179336,13.32976571,75349
2022-03-01T17:00:00-03:00,13.33375189,13.44536476,13.32179336,13.40151684,121341
2022-03-01T17:15:00-03:00,13.3935445,13.3935445,13.34172423,13.34571041,138919
2022-03-01T17:30:00-03:00,13.34571041,13.34571041,13.29389015,13.30186249,200446
2022-03-01T17:45:00-03:00,13.30186249,13.32976571,13.24206989,13.31382102,448830
2022-03-02T11:30:00-03:00,13.95559502,14.33428155,13.79216189,14.18280694,874070
2022-03-02T11:45:00-03:00,14.18280694,14.26253042,14.04329085,14.15091755,330638
2022-03-02T12:00:00-03:00,14.1429452,14.19875164,13.9436365,13.9436365,208233
2022-03-02T12:15:00-03:00,13.93965033,14.01937381,13.87188537,14.01538763,239153
2022-03-02T12:30:00-03:00,14.01538763,14.01538763,13.87587154,13.9436365,234828
2022-03-02T12:45:00-03:00,13.9436365,13.99944294,13.89978859,13.99147059,136103
2022-03-02T13:00:00-03:00,13.99944294,14.16287607,13.96755355,14.15091755,252989
2022-03-02T13:15:00-03:00,14.15091755,14.26651659,14.1270005,14.23064103,247440
2022-03-02T13:30:00-03:00,14.22266868,14.26651659,14.17483459,14.19875164,176312
2022-03-02T13:45:00-03:00,14.20273781,14.28644746,14.20273781,14.26253042,161837
2022-03-02T14:00:00-03:00,14.25455807,14.28644746,14.23064103,14.25854424,123838
2022-03-02T14:15:00-03:00,14.26253042,14.26253042,14.17483459,14.22266868,58351
2022-03-02T14:30:00-03:00,14.22266868,14.25455807,14.17084842,14.18679311,116619
2022-03-02T14:45:00-03:00,14.18280694,14.20273781,14.15091755,14.18280694,121728
2022-03-02T15:00:00-03:00,14.18280694,14.28246129,14.18280694,14.27050277,74120
2022-03-02T15:15:00-03:00,14.27050277,14.34624007,14.24658572,14.32232303,77482
2022-03-02T15:30:00-03:00,14.3263092,14.42994972,14.3263092,14.42596355,252867
2022-03-02T15:45:00-03:00,14.42596355,14.4339359,14.36218477,14.42994972,115660
2022-03-02T16:00:00-03:00,14.42994972,14.51764555,14.41400503,14.45785294,207535
2022-03-02T16:15:00-03:00,14.46183912,14.47379764,14.40603268,14.47379764,119832
2022-03-02T16:30:00-03:00,14.47379764,14.5256179,14.46183912,14.5256179,187201
2022-03-02T16:45:00-03:00,14.5256179,14.53359025,14.42197738,14.43792207,112760
2022-03-02T17:00:00-03:00,14.43792207,14.48575616,14.42994972,14.43792207,134426
2022-03-02T17:15:00-03:00,14.44589442,14.52163173,14.42197738,14.5096732,147707
